user_id,item_id,reward,response
40,2,1,False
40,4,1,False
40,5,8,True
40,6,2,False
40,8,11,True
40,10,1,False
40,11,1,False
40,13,2,False
40,14,2,False
40,15,3,False
40,16,7,True
40,17,3,False
41,1,7,True
41,2,5,False
41,3,2,False
41,4,3,False
41,5,15,True
41,6,4,False
41,8,19,True
41,9,1,False
41,12,2,False
41,13,2,False
41,14,9,True
41,15,9,True
41,16,5,False
41,17,10,True
41,18,1,False
42,1,40,True
42,2,30,True
42,3,10,True
42,4,17,True
42,5,55,True
42,6,5,False
42,7,1,False
42,8,62,True
42,9,4,False
42,11,8,True
42,12,11,True
42,13,5,False
42,14,40,True
42,15,23,True
42,16,33,True
42,17,10,True
42,18,3,False
43,1,50,True
43,2,27,True
43,3,20,True
43,4,26,True
43,5,83,True
43,6,15,True
43,7,1,False
43,8,76,True
43,9,6,True
43,10,1,False
43,11,6,True
43,12,16,True
43,13,8,True
43,14,58,True
43,15,19,True
43,16,38,True
43,17,18,True
43,18,3,False
44,1,42,True
44,2,32,True
44,3,10,True
44,4,16,True
44,5,42,True
44,6,10,True
44,8,46,True
44,9,2,False
44,10,1,False
44,11,10,True
44,12,14,True
44,13,8,True
44,14,25,True
44,15,34,True
44,16,33,True
44,17,18,True
44,18,2,False
45,1,6,True
45,2,10,True
45,3,4,False
45,4,7,True
45,5,18,True
45,6,3,False
45,8,10,True
45,9,2,False
45,10,1,False
45,11,1,False
45,12,3,False
45,14,9,True
45,15,5,False
45,16,6,True
45,17,2,False
46,1,4,False
46,2,1,False
46,3,1,False
46,4,1,False
46,5,2,False
46,6,3,False
46,8,10,True
46,12,1,False
46,13,1,False
46,14,4,False
46,15,2,False
46,16,5,False
46,17,3,False
47,2,1,False
47,4,1,False
47,5,2,False
47,6,2,False
47,7,1,False
47,8,8,True
47,11,2,False
47,12,1,False
47,13,3,False
47,14,1,False
47,15,1,False
47,16,3,False
47,17,1,False
48,1,10,True
48,2,8,True
48,3,1,False
48,4,5,False
48,5,15,True
48,6,5,False
48,7,1,False
48,8,28,True
48,9,1,False
48,10,3,False
48,11,2,False
48,12,4,False
48,13,4,False
48,14,10,True
48,15,7,True
48,16,11,True
48,17,9,True
49,1,34,True
49,2,19,True
49,3,18,True
49,4,25,True
49,5,76,True
49,6,20,True
49,7,2,False
49,8,60,True
49,9,4,False
49,10,2,False
49,11,16,True
49,12,16,True
49,13,6,True
49,14,31,True
49,15,27,True
49,16,35,True
49,17,7,True
50,5,1,False
50,6,4,False
50,8,10,True
50,11,1,False
50,12,1,False
50,13,3,False
50,14,4,False
50,16,2,False
51,1,7,True
51,2,7,True
51,5,4,False
51,8,5,False
51,11,1,False
51,12,1,False
51,13,1,False
51,14,6,True
51,15,4,False
51,16,2,False
51,17,3,False
52,1,4,False
52,2,4,False
52,3,2,False
52,4,3,False
52,5,9,True
52,6,3,False
52,8,26,True
52,10,2,False
52,11,1,False
52,12,2,False
52,13,3,False
52,14,5,False
52,15,6,True
52,16,8,True
52,17,5,False
53,1,8,True
53,2,4,False
53,4,1,False
53,5,4,False
53,6,2,False
53,8,5,False
53,14,4,False
53,15,6,True
53,16,6,True
53,17,2,False
54,1,25,True
54,2,14,True
54,3,2,False
54,4,2,False
54,5,10,True
54,6,8,True
54,7,1,False
54,8,16,True
54,9,1,False
54,10,1,False
54,11,3,False
54,13,7,True
54,14,8,True
54,15,10,True
54,16,24,True
54,17,5,False
55,1,10,True
55,2,5,False
55,6,1,False
55,8,2,False
55,14,2,False
55,15,4,False
55,16,5,False
55,17,4,False
56,1,65,True
56,2,37,True
56,3,17,True
56,4,21,True
56,5,76,True
56,6,7,True
56,8,39,True
56,9,3,False
56,10,1,False
56,11,9,True
56,12,11,True
56,13,3,False
56,14,35,True
56,15,33,True
56,16,38,True
56,17,11,True
56,18,6,True
57,1,29,True
57,2,17,True
57,3,5,False
57,4,9,True
57,5,38,True
57,6,8,True
57,8,21,True
57,9,3,False
57,11,1,False
57,12,2,False
57,13,1,False
57,14,12,True
57,15,17,True
57,16,24,True
57,17,9,True
58,1,22,True
58,2,14,True
58,3,6,True
58,4,6,True
58,5,51,True
58,6,10,True
58,7,4,False
58,8,56,True
58,9,1,False
58,10,3,False
58,11,3,False
58,12,2,False
58,13,7,True
58,14,32,True
58,15,17,True
58,16,25,True
58,17,12,True
58,18,1,False
59,1,70,True
59,2,42,True
59,3,17,True
59,4,30,True
59,5,103,True
59,6,22,True
59,7,4,False
59,8,150,True
59,9,4,False
59,10,12,True
59,11,25,True
59,12,20,True
59,13,16,True
59,14,73,True
59,15,38,True
59,16,68,True
59,17,32,True
59,18,11,True
60,1,40,True
60,2,27,True
60,3,6,True
60,4,18,True
60,5,45,True
60,6,6,True
60,8,75,True
60,9,5,False
60,10,6,True
60,11,11,True
60,12,17,True
60,13,13,True
60,14,34,True
60,15,29,True
60,16,36,True
60,17,21,True
60,18,5,False
61,1,4,False
61,2,1,False
61,5,3,False
61,6,1,False
61,8,3,False
61,13,2,False
61,14,2,False
61,15,2,False
61,16,4,False
61,17,1,False
62,1,58,True
62,2,38,True
62,3,5,False
62,4,13,True
62,5,54,True
62,6,12,True
62,8,104,True
62,9,4,False
62,10,3,False
62,11,9,True
62,12,10,True
62,13,7,True
62,14,52,True
62,15,33,True
62,16,41,True
62,17,25,True
62,18,2,False
63,1,13,True
63,2,6,True
63,3,5,False
63,4,7,True
63,5,26,True
63,6,2,False
63,7,1,False
63,8,36,True
63,10,1,False
63,11,1,False
63,12,3,False
63,13,5,False
63,14,16,True
63,15,7,True
63,16,20,True
63,17,4,False
64,1,58,True
64,2,37,True
64,3,9,True
64,4,18,True
64,5,50,True
64,6,16,True
64,7,4,False
64,8,73,True
64,9,4,False
64,10,1,False
64,11,12,True
64,12,13,True
64,13,6,True
64,14,33,True
64,15,32,True
64,16,37,True
64,17,25,True
64,18,4,False
65,1,10,True
65,2,6,True
65,3,1,False
65,4,3,False
65,5,27,True
65,6,2,False
65,7,1,False
65,8,38,True
65,9,1,False
65,11,1,False
65,13,5,False
65,14,21,True
65,15,9,True
65,16,8,True
65,17,8,True
65,18,3,False
66,1,12,True
66,2,6,True
66,5,7,True
66,6,3,False
66,8,11,True
66,11,1,False
66,12,1,False
66,13,1,False
66,14,6,True
66,15,4,False
66,16,9,True
66,17,3,False
67,1,8,True
67,2,4,False
67,5,10,True
67,6,2,False
67,8,3,False
67,9,1,False
67,11,2,False
67,14,2,False
67,15,2,False
67,16,4,False
67,17,1,False
68,1,5,False
68,2,2,False
68,3,1,False
68,4,1,False
68,5,6,True
68,6,1,False
68,8,13,True
68,11,1,False
68,12,1,False
68,14,9,True
68,15,4,False
68,16,2,False
68,17,5,False
69,1,18,True
69,2,7,True
69,4,1,False
69,5,10,True
69,6,8,True
69,7,2,False
69,8,23,True
69,10,1,False
69,11,4,False
69,12,1,False
69,13,5,False
69,14,9,True
69,15,8,True
69,16,21,True
69,17,6,True
70,1,43,True
70,2,31,True
70,3,22,True
70,4,31,True
70,5,39,True
70,6,5,False
70,7,2,False
70,8,25,True
70,9,5,False
70,10,1,False
70,11,6,True
70,12,20,True
70,13,4,False
70,14,18,True
70,15,32,True
70,16,21,True
70,17,10,True
71,1,5,False
71,2,5,False
71,4,1,False
71,5,8,True
71,6,3,False
71,8,15,True
71,10,1,False
71,12,1,False
71,13,2,False
71,14,6,True
71,15,6,True
71,16,4,False
71,17,4,False
71,18,1,False
72,1,40,True
72,2,23,True
72,3,1,False
72,4,2,False
72,5,18,True
72,6,15,True
72,7,1,False
72,8,63,True
72,9,1,False
72,10,6,True
72,11,1,False
72,13,12,True
72,14,18,True
72,15,19,True
72,16,37,True
72,17,18,True
72,18,5,False
73,1,9,True
73,2,3,False
73,3,1,False
73,4,1,False
73,5,14,True
73,6,4,False
73,7,2,False
73,8,27,True
73,10,1,False
73,11,2,False
73,12,1,False
73,13,2,False
73,14,12,True
73,15,12,True
73,16,11,True
73,17,6,True
74,1,6,True
74,2,2,False
74,4,1,False
74,5,6,True
74,6,3,False
74,8,14,True
74,10,1,False
74,11,2,False
74,13,6,True
74,14,6,True
74,15,4,False
74,16,10,True
74,17,3,False
75,1,15,True
75,2,10,True
75,3,5,False
75,4,7,True
75,5,30,True
75,6,4,False
75,8,15,True
75,9,3,False
75,11,2,False
75,12,2,False
75,13,3,False
75,14,10,True
75,15,6,True
75,16,17,True
75,17,4,False
76,1,10,True
76,2,6,True
76,5,10,True
76,6,11,True
76,8,35,True
76,10,1,False
76,11,4,False
76,13,6,True
76,14,12,True
76,15,14,True
76,16,17,True
76,17,6,True
76,18,1,False
77,1,25,True
77,2,17,True
77,3,1,False
77,4,2,False
77,5,13,True
77,6,4,False
77,8,27,True
77,10,1,False
77,11,2,False
77,12,2,False
77,13,2,False
77,14,12,True
77,15,14,True
77,16,12,True
77,17,12,True
77,18,1,False
78,5,6,True
78,6,1,False
78,7,1,False
78,8,4,False
78,9,1,False
78,11,1,False
78,13,1,False
78,14,2,False
78,15,1,False
78,16,1,False
79,1,4,False
79,2,2,False
79,3,1,False
79,4,1,False
79,5,13,True
79,6,1,False
79,7,2,False
79,8,31,True
79,12,1,False
79,13,2,False
79,14,12,True
79,15,4,False
79,16,5,False
79,17,4,False
80,1,3,False
80,5,3,False
80,6,1,False
80,8,13,True
80,11,2,False
80,13,1,False
80,14,5,False
80,15,1,False
80,16,3,False
80,17,3,False
81,1,9,True
81,2,5,False
81,3,2,False
81,4,3,False
81,5,20,True
81,6,2,False
81,8,19,True
81,11,2,False
81,12,3,False
81,13,2,False
81,14,9,True
81,15,3,False
81,16,10,True
81,17,2,False
82,1,28,True
82,2,25,True
82,3,13,True
82,4,20,True
82,5,49,True
82,6,7,True
82,8,52,True
82,9,3,False
82,10,3,False
82,11,8,True
82,12,10,True
82,13,8,True
82,14,32,True
82,15,14,True
82,16,23,True
82,17,18,True
82,18,4,False
83,1,41,True
83,2,21,True
83,3,6,True
83,4,24,True
83,5,69,True
83,6,4,False
83,8,36,True
83,9,6,True
83,11,3,False
83,12,6,True
83,13,6,True
83,14,32,True
83,15,13,True
83,16,31,True
83,17,12,True
83,18,1,False
84,1,14,True
84,2,5,False
84,3,3,False
84,4,5,False
84,5,23,True
84,6,5,False
84,8,22,True
84,9,1,False
84,10,1,False
84,12,2,False
84,13,1,False
84,14,14,True
84,15,4,False
84,16,18,True
84,17,6,True
84,18,1,False
85,1,45,True
85,2,31,True
85,3,9,True
85,4,21,True
85,5,79,True
85,6,10,True
85,7,1,False
85,8,139,True
85,9,2,False
85,10,4,False
85,11,4,False
85,12,22,True
85,13,14,True
85,14,50,True
85,15,25,True
85,16,27,True
85,17,31,True
85,18,7,True
86,1,2,False
86,2,1,False
86,4,2,False
86,5,5,False
86,8,4,False
86,11,1,False
86,12,1,False
86,13,1,False
86,14,1,False
86,15,1,False
86,16,3,False
86,17,2,False
87,1,68,True
87,2,29,True
87,4,6,True
87,5,91,True
87,6,18,True
87,7,1,False
87,8,48,True
87,9,4,False
87,10,2,False
87,11,4,False
87,12,8,True
87,13,2,False
87,14,37,True
87,15,29,True
87,16,30,True
87,17,18,True
87,18,9,True
88,1,3,False
88,4,1,False
88,5,2,False
88,8,7,True
88,9,1,False
88,12,1,False
88,14,5,False
88,16,2,False
88,17,2,False
89,1,9,True
89,2,7,True
89,3,2,False
89,4,2,False
89,5,32,True
89,6,2,False
89,7,1,False
89,8,34,True
89,12,1,False
89,13,1,False
89,14,30,True
89,15,7,True
89,16,2,False
89,17,4,False
90,1,31,True
90,2,15,True
90,3,1,False
90,4,7,True
90,5,69,True
90,6,19,True
90,7,3,False
90,8,151,True
90,9,2,False
90,10,8,True
90,11,8,True
90,12,12,True
90,13,19,True
90,14,66,True
90,15,11,True
90,16,46,True
90,17,28,True
90,18,5,False
91,1,30,True
91,2,17,True
91,3,3,False
91,4,5,False
91,5,9,True
91,6,7,True
91,8,38,True
91,10,2,False
91,11,6,True
91,12,6,True
91,13,9,True
91,14,14,True
91,15,13,True
91,16,20,True
91,17,18,True
91,18,3,False
92,1,100,True
92,2,52,True
92,3,14,True
92,4,23,True
92,5,123,True
92,6,32,True
92,7,3,False
92,8,125,True
92,9,6,True
92,10,4,False
92,11,27,True
92,12,16,True
92,13,13,True
92,14,62,True
92,15,54,True
92,16,98,True
92,17,26,True
92,18,5,False
93,1,2,False
93,2,2,False
93,3,1,False
93,4,2,False
93,5,3,False
93,8,5,False
93,14,5,False
93,15,1,False
93,16,1,False
93,17,1,False
94,1,97,True
94,2,48,True
94,3,20,True
94,4,36,True
94,5,116,True
94,6,33,True
94,7,4,False
94,8,142,True
94,9,6,True
94,10,9,True
94,11,26,True
94,12,23,True
94,13,15,True
94,14,64,True
94,15,44,True
94,16,71,True
94,17,33,True
94,18,12,True
95,1,73,True
95,2,52,True
95,3,16,True
95,4,43,True
95,5,76,True
95,6,8,True
95,7,2,False
95,8,91,True
95,9,7,True
95,10,2,False
95,11,17,True
95,12,21,True
95,13,8,True
95,14,55,True
95,15,33,True
95,16,38,True
95,17,28,True
95,18,9,True
96,1,15,True
96,2,4,False
96,3,1,False
96,4,2,False
96,5,12,True
96,6,6,True
96,8,15,True
96,9,1,False
96,10,2,False
96,11,5,False
96,13,1,False
96,14,11,True
96,15,10,True
96,16,12,True
96,17,7,True
96,18,1,False
97,1,13,True
97,2,11,True
97,3,5,False
97,4,4,False
97,5,18,True
97,6,1,False
97,7,1,False
97,8,21,True
97,9,1,False
97,11,2,False
97,12,3,False
97,13,3,False
97,14,7,True
97,15,13,True
97,16,11,True
97,17,5,False
97,18,3,False
98,1,3,False
98,2,2,False
98,5,15,True
98,6,1,False
98,8,1,False
98,12,1,False
98,13,2,False
98,14,4,False
98,15,1,False
98,16,2,False
98,17,2,False
98,18,1,False
99,1,34,True
99,2,14,True
99,3,3,False
99,4,2,False
99,5,41,True
99,6,15,True
99,8,49,True
99,9,1,False
99,11,8,True
99,12,2,False
99,13,8,True
99,14,24,True
99,15,8,True
99,16,42,True
99,17,9,True
99,18,2,False
100,1,12,True
100,2,1,False
100,4,1,False
100,5,8,True
100,6,2,False
100,8,23,True
100,9,1,False
100,11,1,False
100,12,1,False
100,13,3,False
100,14,7,True
100,15,3,False
100,16,15,True
100,17,5,False
101,1,15,True
101,2,13,True
101,3,2,False
101,4,4,False
101,5,24,True
101,6,1,False
101,8,16,True
101,9,3,False
101,11,3,False
101,14,15,True
101,15,8,True
101,16,14,True
101,17,3,False
101,18,1,False
102,1,96,True
102,2,44,True
102,3,12,True
102,4,13,True
102,5,68,True
102,6,22,True
102,8,38,True
102,9,3,False
102,10,2,False
102,11,26,True
102,12,12,True
102,13,8,True
102,14,28,True
102,15,45,True
102,16,55,True
102,17,16,True
102,18,4,False
103,1,9,True
103,2,5,False
103,5,8,True
103,6,1,False
103,8,3,False
103,11,1,False
103,13,1,False
103,14,5,False
103,15,6,True
103,16,5,False
103,17,4,False
104,1,22,True
104,2,8,True
104,5,29,True
104,6,17,True
104,7,1,False
104,8,51,True
104,9,1,False
104,10,2,False
104,11,3,False
104,12,1,False
104,13,10,True
104,14,20,True
104,15,13,True
104,16,24,True
104,17,10,True
104,18,1,False
105,1,5,False
105,2,1,False
105,5,2,False
105,6,2,False
105,8,6,True
105,10,1,False
105,11,1,False
105,13,2,False
105,14,3,False
105,15,3,False
105,16,4,False
105,17,2,False
106,1,10,True
106,2,6,True
106,3,1,False
106,4,3,False
106,5,16,True
106,6,4,False
106,7,1,False
106,8,32,True
106,13,1,False
106,14,14,True
106,15,1,False
106,16,9,True
106,17,6,True
106,18,1,False
107,1,2,False
107,4,1,False
107,5,3,False
107,6,3,False
107,8,5,False
107,11,1,False
107,13,4,False
107,14,2,False
107,15,1,False
107,16,6,True
107,17,1,False
108,1,8,True
108,2,5,False
108,3,1,False
108,4,2,False
108,5,6,True
108,6,1,False
108,8,9,True
108,12,2,False
108,13,2,False
108,14,6,True
108,15,4,False
108,16,5,False
108,17,3,False
109,1,83,True
109,2,45,True
109,3,6,True
109,4,13,True
109,5,67,True
109,6,20,True
109,8,64,True
109,9,6,True
109,10,2,False
109,11,16,True
109,12,10,True
109,13,7,True
109,14,33,True
109,15,41,True
109,16,62,True
109,17,16,True
109,18,1,False
110,1,45,True
110,2,12,True
110,4,3,False
110,5,40,True
110,6,13,True
110,8,40,True
110,9,1,False
110,10,1,False
110,11,4,False
110,12,1,False
110,13,2,False
110,14,24,True
110,15,9,True
110,16,34,True
110,17,7,True
110,18,3,False
111,2,1,False
111,4,1,False
111,5,3,False
111,6,2,False
111,8,7,True
111,10,1,False
111,11,1,False
111,13,3,False
111,14,3,False
111,15,1,False
111,16,5,False
111,17,1,False
112,1,8,True
112,5,7,True
112,6,6,True
112,8,19,True
112,10,1,False
112,11,1,False
112,13,5,False
112,14,4,False
112,15,1,False
112,16,15,True
112,17,4,False
113,1,9,True
113,2,3,False
113,5,6,True
113,6,3,False
113,8,21,True
113,10,1,False
113,11,1,False
113,12,2,False
113,13,5,False
113,14,9,True
113,15,5,False
113,16,13,True
113,17,3,False
114,1,7,True
114,2,5,False
114,5,8,True
114,6,5,False
114,8,18,True
114,10,2,False
114,11,1,False
114,12,2,False
114,13,4,False
114,14,5,False
114,15,8,True
114,16,10,True
114,17,7,True
114,18,1,False
115,1,20,True
115,2,10,True
115,3,3,False
115,4,2,False
115,5,10,True
115,6,8,True
115,7,4,False
115,8,37,True
115,9,1,False
115,10,6,True
115,11,3,False
115,12,2,False
115,13,4,False
115,14,10,True
115,15,11,True
115,16,25,True
115,17,9,True
115,18,3,False
116,1,28,True
116,2,13,True
116,3,2,False
116,4,5,False
116,5,17,True
116,6,13,True
116,7,1,False
116,8,62,True
116,10,3,False
116,11,4,False
116,12,3,False
116,13,14,True
116,14,23,True
116,15,16,True
116,16,37,True
116,17,10,True
116,18,3,False
117,1,28,True
117,2,14,True
117,3,4,False
117,4,5,False
117,5,21,True
117,6,6,True
117,8,20,True
117,9,2,False
117,11,6,True
117,12,5,False
117,13,1,False
117,14,10,True
117,15,20,True
117,16,29,True
117,17,5,False
118,1,11,True
118,2,9,True
118,4,1,False
118,5,8,True
118,6,7,True
118,7,2,False
118,8,27,True
118,9,1,False
118,11,17,True
118,12,2,False
118,13,3,False
118,14,5,False
118,15,11,True
118,16,18,True
118,17,8,True
119,1,55,True
119,2,31,True
119,3,1,False
119,4,4,False
119,5,37,True
119,6,15,True
119,7,1,False
119,8,70,True
119,9,2,False
119,10,3,False
119,11,3,False
119,12,4,False
119,13,4,False
119,14,25,True
119,15,23,True
119,16,47,True
119,17,15,True
119,18,1,False
120,1,8,True
120,2,5,False
120,3,1,False
120,4,1,False
120,5,1,False
120,6,1,False
120,8,9,True
120,14,3,False
120,15,3,False
120,16,4,False
120,17,4,False
121,1,16,True
121,2,7,True
121,3,1,False
121,4,1,False
